
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
DataValue, 2, 0, 43.715, 3.0612999999999998E-09, -3.0523999999999995E-09
DataValue, 2, 0, 43.765, 3.0596999999999997E-09, -3.0486999999999996E-09
DataValue, 2, 0, 43.815000000000005, 3.0615E-09, -3.0505999999999998E-09
DataValue, 2, 0, 43.865, 3.0489999999999997E-09, -3.0702999999999996E-09
DataValue, 2, 0, 43.92, 3.0550999999999995E-09, -3.0602E-09
DataValue, 2, 0, 43.980000000000004, 3.0540999999999996E-09, -3.0601E-09
DataValue, 2, 0, 44.040000000000006, 3.0542999999999997E-09, -3.0588E-09
DataValue, 2, 0, 44.1, 3.0539999999999996E-09, -3.0594999999999996E-09
DataValue, 2, 0, 44.160000000000004, 3.0545999999999998E-09, -3.0598999999999997E-09
DataValue, 2, 0, 44.220000000000006, 3.0521E-09, -3.0579999999999996E-09
DataValue, 2, 0, 44.28, 3.055E-09, -3.0448999999999997E-09
DataValue, 2, 0, 44.330000000000005, 3.0516999999999997E-09, -3.0570999999999997E-09
DataValue, 2, 0, 44.385000000000005, 3.0525999999999996E-09, -3.0577999999999995E-09
DataValue, 2, 0, 44.445, 3.0510999999999995E-09, -3.0568999999999996E-09
DataValue, 2, 0, 44.505, 3.051E-09, -3.0572999999999998E-09
DataValue, 2, 0, 44.565000000000005, 3.0509E-09, -3.0564E-09
DataValue, 2, 0, 44.625000000000007, 3.0505999999999998E-09, -3.0557999999999997E-09
DataValue, 2, 0, 44.685, 3.0500999999999996E-09, -3.0541999999999996E-09
DataValue, 2, 0, 44.745000000000005, 3.0489999999999997E-09, -3.0535E-09
DataValue, 2, 0, 44.805000000000007, 3.0477999999999998E-09, -3.0547E-09
DataValue, 2, 0, 44.865, 3.0476999999999997E-09, -3.0536E-09
DataValue, 2, 0, 44.925000000000004, 3.0493E-09, -3.0404999999999996E-09
DataValue, 2, 0, 44.975, 3.0468E-09, -3.0521E-09
DataValue, 2, 0, 45.03, 3.0467E-09, -3.0524999999999995E-09
DataValue, 2, 0, 45.09, 3.0466E-09, -3.051E-09
DataValue, 2, 0, 45.150000000000006, 3.0457999999999996E-09, -3.0507E-09
DataValue, 2, 0, 45.21, 3.0459999999999996E-09, -3.0503999999999997E-09
DataValue, 2, 0, 45.27, 3.0445999999999996E-09, -3.0497999999999995E-09
DataValue, 2, 0, 45.330000000000005, 3.0431999999999996E-09, -3.0486999999999996E-09
DataValue, 2, 0, 45.39, 3.0422999999999997E-09, -3.0503999999999997E-09
DataValue, 2, 0, 45.45, 3.0415E-09, -3.0485999999999996E-09
DataValue, 2, 0, 45.510000000000005, 3.0442E-09, -3.0373E-09
DataValue, 2, 0, 45.56, 3.0405999999999996E-09, -3.0473999999999996E-09
DataValue, 2, 0, 45.615, 3.0413E-09, -3.0469999999999995E-09
DataValue, 2, 0, 45.675000000000004, 3.0415E-09, -3.0460999999999996E-09
DataValue, 2, 0, 45.735000000000007, 3.0396999999999997E-09, -3.0466E-09
DataValue, 2, 0, 45.795, 3.0389999999999995E-09, -3.0444999999999996E-09
DataValue, 2, 0, 45.855000000000004, 3.0386E-09, -3.0450999999999998E-09
DataValue, 2, 0, 45.915000000000006, 3.0385E-09, -3.0435999999999997E-09
DataValue, 2, 0, 45.975, 3.0386E-09, -3.0416999999999995E-09
DataValue, 2, 0, 46.035000000000004, 3.0363999999999996E-09, -3.0429E-09
DataValue, 2, 0, 46.095000000000006, 3.0390999999999996E-09, -3.0302999999999998E-09
DataValue, 2, 0, 46.145, 3.0350999999999996E-09, -3.0428E-09
DataValue, 2, 0, 46.195, 3.0359E-09, -3.0299999999999997E-09
DataValue, 2, 0, 46.245000000000005, 3.0372E-09, -3.0406999999999996E-09
DataValue, 2, 0, 46.295, 3.0346E-09, -3.0262999999999998E-09
DataValue, 2, 0, 46.345000000000006, 3.0345E-09, -3.0387E-09
DataValue, 2, 0, 46.400000000000006, 3.0336999999999996E-09, -3.0386E-09
DataValue, 2, 0, 46.46, 3.0324999999999996E-09, -3.0362999999999995E-09
DataValue, 2, 0, 46.52, 3.0322999999999995E-09, -3.0376999999999996E-09
DataValue, 2, 0, 46.580000000000005, 3.0298999999999996E-09, -3.0362999999999995E-09
DataValue, 2, 0, 46.64, 3.0299999999999997E-09, -3.0350999999999996E-09
DataValue, 2, 0, 46.7, 3.0322999999999995E-09, -3.0229999999999996E-09
DataValue, 2, 0, 46.750000000000007, 3.0282999999999996E-09, -3.0347E-09
DataValue, 2, 0, 46.800000000000004, 3.0288999999999997E-09, -3.0222999999999998E-09
DataValue, 2, 0, 46.85, 3.0279E-09, -3.0333E-09
DataValue, 2, 0, 46.905, 3.0222999999999998E-09, -3.0065999999999995E-09
DataValue, 2, 0, 46.965, 2.9999999999999996E-09, -3.0037E-09
DataValue, 2, 0, 47.025000000000006, 2.9974999999999996E-09, -3.0027999999999996E-09
DataValue, 2, 0, 47.085, 2.9979999999999998E-09, -3.0022E-09
DataValue, 2, 0, 47.145, 2.9971999999999995E-09, -3.0001999999999996E-09
DataValue, 2, 0, 47.205000000000005, 2.9944999999999995E-09, -3.0003999999999997E-09
DataValue, 2, 0, 47.265, 2.9981E-09, -2.9905999999999996E-09
DataValue, 2, 0, 47.315000000000005, 2.9934999999999996E-09, -2.9992999999999998E-09
DataValue, 2, 0, 47.370000000000005, 2.9927E-09, -2.9984E-09
DataValue, 2, 0, 47.430000000000007, 2.9935999999999997E-09, -2.9982E-09
DataValue, 2, 0, 47.49, 2.9903999999999995E-09, -2.9973999999999996E-09
DataValue, 2, 0, 47.550000000000004, 2.9916E-09, -2.997E-09
DataValue, 2, 0, 47.610000000000007, 2.9903E-09, -2.9955E-09
DataValue, 2, 0, 47.67, 2.9896999999999997E-09, -2.9957999999999995E-09
DataValue, 2, 0, 47.730000000000004, 2.9896999999999997E-09, -2.9889E-09
DataValue, 2, 0, 47.790000000000006, 2.9877999999999995E-09, -2.9944999999999995E-09
DataValue, 2, 0, 47.85, 2.9883999999999997E-09, -2.9932999999999996E-09
DataValue, 2, 0, 47.910000000000004, 2.9893999999999996E-09, -2.9825999999999996E-09
DataValue, 2, 0, 47.96, 2.9878999999999996E-09, -2.9917E-09
DataValue, 2, 0, 48.010000000000005, 2.9875E-09, -2.9827999999999997E-09
DataValue, 2, 0, 48.06, 2.9866999999999996E-09, -2.9912999999999998E-09
DataValue, 2, 0, 48.115, 2.9863E-09, -2.9890999999999995E-09
DataValue, 2, 0, 48.175000000000004, 2.9857999999999998E-09, -2.9903E-09
DataValue, 2, 0, 48.235000000000007, 2.9850999999999995E-09, -2.9890999999999995E-09
DataValue, 2, 0, 48.295, 2.9848E-09, -2.9884999999999998E-09
DataValue, 2, 0, 48.355000000000004, 2.9851999999999996E-09, -2.9873E-09
DataValue, 2, 0, 48.415000000000006, 2.9905999999999996E-09, -2.9810999999999996E-09
DataValue, 2, 0, 48.470000000000006, 2.9841999999999997E-09, -2.9870999999999997E-09
DataValue, 2, 0, 48.515, 2.9851999999999996E-09, -2.9768E-09
DataValue, 2, 0, 48.565000000000005, 2.9836E-09, -2.9856999999999997E-09
DataValue, 2, 0, 48.615, 2.9835E-09, -2.9782E-09
DataValue, 2, 0, 48.665000000000006, 2.9829999999999997E-09, -2.9851999999999996E-09
DataValue, 2, 0, 48.720000000000006, 2.9833E-09, -2.9844999999999998E-09
DataValue, 2, 0, 48.78, 2.9835E-09, -2.9853999999999996E-09
DataValue, 2, 0, 48.84, 2.9829999999999997E-09, -2.9847E-09
DataValue, 2, 0, 48.900000000000006, 2.9841999999999997E-09, -2.9849E-09
DataValue, 2, 0, 48.96, 2.9838999999999996E-09, -2.9849999999999995E-09
DataValue, 2, 0, 49.02, 2.9835E-09, -2.9865999999999996E-09
DataValue, 2, 0, 49.080000000000005, 2.9844999999999998E-09, -2.9774999999999997E-09
DataValue, 2, 0, 49.13, 2.9823999999999995E-09, -2.9855999999999997E-09
DataValue, 2, 0, 49.185, 2.9816999999999997E-09, -2.9852999999999996E-09
DataValue, 2, 0, 49.245000000000005, 2.9835E-09, -2.9801999999999997E-09
DataValue, 2, 0, 49.305000000000007, 2.9836999999999995E-09, -2.9758999999999996E-09
DataValue, 2, 0, 49.365, 2.9863999999999995E-09, -2.9803999999999998E-09
DataValue, 2, 0, 49.425000000000004, 2.9786999999999997E-09, -2.9848E-09
DataValue, 2, 0, 49.485000000000007, 2.9784999999999996E-09, -2.9839999999999996E-09
DataValue, 2, 0, 49.545, 2.9795E-09, -2.9828999999999997E-09
DataValue, 2, 0, 49.605000000000004, 2.9784999999999996E-09, -2.9829999999999997E-09
DataValue, 2, 0, 49.665000000000006, 2.9809999999999995E-09, -2.9731999999999996E-09
DataValue, 2, 0, 49.715, 2.9793E-09, -2.9806E-09
DataValue, 2, 0, 49.77, 2.9775999999999997E-09, -2.9796999999999995E-09
DataValue, 2, 0, 49.830000000000005, 2.9782E-09, -2.9787999999999997E-09
DataValue, 2, 0, 49.89, 2.9776999999999998E-09, -2.9782E-09
DataValue, 2, 0, 49.95, 2.9769999999999995E-09, -2.9790999999999998E-09
DataValue, 2, 0, 50.010000000000005, 2.9757999999999996E-09, -2.9779E-09
DataValue, 2, 0, 50.070000000000007, 2.9808E-09, -2.9736999999999998E-09
DataValue, 2, 0, 50.125000000000007, 2.9748999999999997E-09, -2.9781E-09
DataValue, 2, 0, 50.17, 2.9733999999999997E-09, -2.9772999999999996E-09
DataValue, 2, 0, 50.230000000000004, 2.9717999999999996E-09, -2.9771999999999996E-09
DataValue, 2, 0, 50.290000000000006, 2.9752E-09, -2.9677999999999996E-09
DataValue, 2, 0, 50.34, 2.9731999999999996E-09, -2.9773999999999997E-09
DataValue, 2, 0, 50.390000000000008, 2.9715999999999995E-09, -2.9678999999999996E-09
DataValue, 2, 0, 50.440000000000005, 2.9730999999999996E-09, -2.9741E-09
DataValue, 2, 0, 50.49, 2.9714E-09, -2.9644E-09
DataValue, 2, 0, 50.540000000000006, 2.97E-09, -2.9738E-09
DataValue, 2, 0, 50.595000000000006, 2.9693999999999997E-09, -2.9717999999999996E-09
DataValue, 2, 0, 50.655, 2.9698E-09, -2.9721999999999997E-09
DataValue, 2, 0, 50.715, 2.9693999999999997E-09, -2.9722999999999998E-09
DataValue, 2, 0, 50.775000000000006, 2.9673E-09, -2.9716999999999996E-09
DataValue, 2, 0, 50.835, 2.974E-09, -2.9635999999999996E-09
DataValue, 2, 0, 50.890000000000008, 2.9672E-09, -2.9711E-09
DataValue, 2, 0, 50.935, 2.9678999999999996E-09, -2.9582999999999996E-09
DataValue, 2, 0, 50.985000000000007, 2.9668999999999998E-09, -2.9706999999999997E-09
DataValue, 2, 0, 51.035000000000004, 2.9664999999999996E-09, -2.9601999999999998E-09
DataValue, 2, 0, 51.085, 2.9651999999999996E-09, -2.9693999999999997E-09
DataValue, 2, 0, 51.140000000000008, 2.9646E-09, -2.9692999999999997E-09
DataValue, 2, 0, 51.2, 2.9644E-09, -2.9692999999999997E-09
DataValue, 2, 0, 51.260000000000005, 2.9640999999999997E-09, -2.9692999999999997E-09
DataValue, 2, 0, 51.320000000000007, 2.9648999999999996E-09, -2.9687999999999995E-09
DataValue, 2, 0, 51.38, 2.9642999999999998E-09, -2.9677999999999996E-09
DataValue, 2, 0, 51.440000000000005, 2.9635999999999996E-09, -2.9674999999999995E-09
DataValue, 2, 0, 51.500000000000007, 2.9663999999999996E-09, -2.9561999999999998E-09
DataValue, 2, 0, 51.550000000000004, 2.9640999999999997E-09, -2.9665999999999997E-09
DataValue, 2, 0, 51.605000000000004, 2.9638999999999997E-09, -2.9661999999999995E-09
DataValue, 2, 0, 51.665000000000006, 2.9639999999999997E-09, -2.9662999999999996E-09
DataValue, 2, 0, 51.725, 2.9617E-09, -2.9662999999999996E-09
DataValue, 2, 0, 51.785000000000004, 2.962E-09, -2.9672E-09
DataValue, 2, 0, 51.845000000000006, 2.9621999999999996E-09, -2.9650999999999996E-09
DataValue, 2, 0, 51.905, 2.9620999999999995E-09, -2.9625999999999997E-09
DataValue, 2, 0, 51.965, 2.9622999999999996E-09, -2.9647999999999995E-09
DataValue, 2, 0, 52.025000000000006, 2.9678999999999996E-09, -2.9606E-09
DataValue, 2, 0, 52.080000000000005, 2.9620999999999995E-09, -2.9642999999999998E-09
DataValue, 2, 0, 52.125000000000007, 2.9632E-09, -2.9591E-09
DataValue, 2, 0, 52.175000000000004, 2.9628999999999998E-09, -2.9726E-09
DataValue, 2, 0, 52.230000000000004, 2.9762999999999997E-09, -2.9811999999999996E-09
DataValue, 2, 0, 52.290000000000006, 2.9803999999999998E-09, -2.9839999999999996E-09
DataValue, 2, 0, 52.35, 2.9819E-09, -2.9844999999999998E-09
DataValue, 2, 0, 52.410000000000004, 2.9822999999999995E-09, -2.9863E-09
DataValue, 2, 0, 52.470000000000006, 2.9838999999999996E-09, -2.9874E-09
DataValue, 2, 0, 52.53, 2.9840999999999997E-09, -2.9875E-09
DataValue, 2, 0, 52.59, 2.9838999999999996E-09, -2.9871999999999998E-09
DataValue, 2, 0, 52.650000000000006, 2.9831999999999998E-09, -2.9875E-09
DataValue, 2, 0, 52.71, 2.9858999999999998E-09, -2.9819E-09
DataValue, 2, 0, 52.760000000000005, 2.986E-09, -2.9880999999999996E-09
DataValue, 2, 0, 52.815000000000005, 2.9852999999999996E-09, -2.9869999999999997E-09
DataValue, 2, 0, 52.875000000000007, 2.9850999999999995E-09, -2.9873E-09
DataValue, 2, 0, 52.935, 2.9905999999999996E-09, -2.9803999999999998E-09
DataValue, 2, 0, 52.99, 2.9843999999999997E-09, -2.9840999999999997E-09
DataValue, 2, 0, 53.035000000000004, 2.9849999999999995E-09, -2.9875E-09
DataValue, 2, 0, 53.095000000000006, 2.9880999999999996E-09, -2.9807E-09
DataValue, 2, 0, 53.150000000000006, 2.9839999999999996E-09, -2.9880999999999996E-09
DataValue, 2, 0, 53.195000000000007, 2.9847E-09, -2.986E-09
DataValue, 2, 0, 53.255, 2.9813999999999997E-09, -2.9848E-09
DataValue, 2, 0, 53.315000000000005, 2.9852999999999996E-09, -2.9769999999999995E-09
DataValue, 2, 0, 53.365, 2.9822E-09, -2.9846E-09
DataValue, 2, 0, 53.415000000000006, 2.9829999999999997E-09, -2.9768E-09
DataValue, 2, 0, 53.465, 2.982E-09, -2.9846E-09
DataValue, 2, 0, 53.52, 2.9811999999999996E-09, -2.9855999999999997E-09
DataValue, 2, 0, 53.580000000000005, 2.9815999999999997E-09, -2.9825999999999996E-09
DataValue, 2, 0, 53.640000000000008, 2.9822E-09, -2.9842999999999997E-09
DataValue, 2, 0, 53.7, 2.9811999999999996E-09, -2.9840999999999997E-09
DataValue, 2, 0, 53.760000000000005, 2.9812999999999996E-09, -2.982E-09
DataValue, 2, 0, 53.820000000000007, 2.9797999999999996E-09, -2.9822999999999995E-09
DataValue, 2, 0, 53.88, 2.9795999999999995E-09, -2.9812999999999996E-09
DataValue, 2, 0, 53.940000000000005, 2.9803999999999998E-09, -2.9715999999999995E-09
DataValue, 2, 0, 53.99, 2.978E-09, -2.9807E-09
DataValue, 2, 0, 54.045, 2.9772999999999996E-09, -2.9793E-09
DataValue, 2, 0, 54.105000000000004, 2.9773999999999997E-09, -2.9789999999999997E-09
DataValue, 2, 0, 54.165000000000006, 2.9768999999999995E-09, -2.9771999999999996E-09
DataValue, 2, 0, 54.225, 2.9759999999999996E-09, -2.9776999999999998E-09
DataValue, 2, 0, 54.285000000000004, 2.9801999999999997E-09, -2.9722999999999998E-09
DataValue, 2, 0, 54.34, 2.9748999999999997E-09, -2.9760999999999997E-09
DataValue, 2, 0, 54.385000000000005, 2.9739E-09, -2.9745999999999996E-09
DataValue, 2, 0, 54.445000000000007, 2.9774999999999997E-09, -2.9696999999999998E-09
DataValue, 2, 0, 54.500000000000007, 2.9718999999999996E-09, -2.9755999999999995E-09
DataValue, 2, 0, 54.545, 2.9733999999999997E-09, -2.9671E-09
DataValue, 2, 0, 54.595000000000006, 2.9715999999999995E-09, -2.9713E-09
DataValue, 2, 0, 54.650000000000006, 2.9714999999999995E-09, -2.9719999999999997E-09
DataValue, 2, 0, 54.710000000000008, 2.9703999999999996E-09, -2.9728E-09
DataValue, 2, 0, 54.77, 2.9707999999999997E-09, -2.9716999999999996E-09
DataValue, 2, 0, 54.830000000000005, 2.9692999999999997E-09, -2.9711E-09
DataValue, 2, 0, 54.890000000000008, 2.9675999999999996E-09, -2.9704999999999996E-09
DataValue, 2, 0, 54.95, 2.9680999999999997E-09, -2.9687E-09
DataValue, 2, 0, 55.010000000000005, 2.9669999999999998E-09, -2.9707999999999997E-09
DataValue, 2, 0, 55.070000000000007, 2.9659E-09, -2.9684E-09
DataValue, 2, 0, 55.13, 2.9671E-09, -2.9612999999999997E-09
DataValue, 2, 0, 55.180000000000007, 2.9655999999999998E-09, -2.9627999999999997E-09
DataValue, 2, 0, 55.235000000000007, 2.9647E-09, -2.9666999999999997E-09
DataValue, 2, 0, 55.295, 2.9648999999999996E-09, -2.9672E-09
DataValue, 2, 0, 55.355000000000004, 2.9696999999999998E-09, -2.9600999999999997E-09
DataValue, 2, 0, 55.410000000000004, 2.9622999999999996E-09, -2.9647999999999995E-09
DataValue, 2, 0, 55.455000000000005, 2.9618E-09, -2.9646E-09
DataValue, 2, 0, 55.515000000000008, 2.9612999999999997E-09, -2.9652999999999997E-09
DataValue, 2, 0, 55.575, 2.9611999999999997E-09, -2.9615999999999998E-09
DataValue, 2, 0, 55.635000000000005, 2.9596999999999996E-09, -2.9617E-09
DataValue, 2, 0, 55.695000000000007, 2.9620999999999995E-09, -2.9551E-09
DataValue, 2, 0, 55.745000000000005, 2.9587999999999998E-09, -2.9600999999999997E-09
DataValue, 2, 0, 55.795, 2.9592E-09, -2.9532999999999997E-09
DataValue, 2, 0, 55.845000000000006, 2.9573999999999997E-09, -2.958E-09
DataValue, 2, 0, 55.895, 2.9564E-09, -2.9501999999999996E-09
DataValue, 2, 0, 55.945000000000007, 2.9555999999999996E-09, -2.9572999999999997E-09
DataValue, 2, 0, 56.000000000000007, 2.9549E-09, -2.9576E-09
DataValue, 2, 0, 56.06, 2.9561999999999998E-09, -2.9566E-09
DataValue, 2, 0, 56.120000000000005, 2.9538E-09, -2.9542999999999996E-09
DataValue, 2, 0, 56.180000000000007, 2.9530999999999997E-09, -2.9539E-09
DataValue, 2, 0, 56.24, 2.9515999999999996E-09, -2.9527999999999996E-09
DataValue, 2, 0, 56.300000000000004, 2.9538E-09, -2.9451999999999997E-09
DataValue, 2, 0, 56.35, 2.9507999999999998E-09, -2.9524E-09
DataValue, 2, 0, 56.405, 2.9492999999999997E-09, -2.9512999999999995E-09
DataValue, 2, 0, 56.465, 2.9499E-09, -2.9498E-09
DataValue, 2, 0, 56.525000000000006, 2.9474999999999996E-09, -2.9513999999999995E-09
DataValue, 2, 0, 56.585000000000008, 2.9487999999999996E-09, -2.9491999999999997E-09
DataValue, 2, 0, 56.645, 2.9482E-09, -2.9485E-09
DataValue, 2, 0, 56.705000000000005, 2.9515999999999996E-09, -2.9429E-09
DataValue, 2, 0, 56.760000000000005, 2.9463999999999997E-09, -2.9476999999999997E-09
DataValue, 2, 0, 56.805000000000007, 2.9453999999999998E-09, -2.9471E-09
DataValue, 2, 0, 56.865, 2.9502999999999996E-09, -2.9412999999999998E-09
DataValue, 2, 0, 56.92, 2.9445E-09, -2.9458999999999995E-09
DataValue, 2, 0, 56.965, 2.9448999999999996E-09, -2.9384999999999997E-09
DataValue, 2, 0, 57.015000000000008, 2.9431999999999995E-09, -2.9452999999999997E-09
DataValue, 2, 0, 57.070000000000007, 2.9422999999999997E-09, -2.9444E-09
DataValue, 2, 0, 57.13, 2.9418E-09, -2.9440999999999998E-09
DataValue, 2, 0, 57.190000000000005, 2.9412999999999998E-09, -2.9422999999999997E-09
DataValue, 2, 0, 57.250000000000007, 2.9409999999999997E-09, -2.9424999999999997E-09
DataValue, 2, 0, 57.31, 2.9405999999999995E-09, -2.9237999999999998E-09
DataValue, 2, 0, 57.370000000000005, 2.9129999999999998E-09, -2.9134E-09
DataValue, 2, 0, 57.430000000000007, 2.9108999999999995E-09, -2.9119E-09
DataValue, 2, 0, 57.49, 2.9108999999999995E-09, -2.9119E-09
DataValue, 2, 0, 57.550000000000004, 2.9125999999999996E-09, -2.9054E-09
DataValue, 2, 0, 57.6, 2.9102999999999998E-09, -2.9092E-09
DataValue, 2, 0, 57.655000000000008, 2.9103999999999998E-09, -2.9109999999999996E-09
DataValue, 2, 0, 57.715, 2.9093E-09, -2.9094999999999995E-09
DataValue, 2, 0, 57.775000000000006, 2.9121E-09, -2.9065E-09
DataValue, 2, 0, 57.830000000000005, 2.9085999999999997E-09, -2.9071999999999996E-09
DataValue, 2, 0, 57.875000000000007, 2.9069999999999996E-09, -2.9083999999999996E-09
DataValue, 2, 0, 57.935, 2.9122999999999995E-09, -2.904E-09
DataValue, 2, 0, 57.99, 2.9076999999999998E-09, -2.9084999999999996E-09
DataValue, 2, 0, 58.035000000000004, 2.9066E-09, -2.9071999999999996E-09
DataValue, 2, 0, 58.095000000000006, 2.9066E-09, -2.9073999999999997E-09
DataValue, 2, 0, 58.155000000000008, 2.9066E-09, -2.9E-09
DataValue, 2, 0, 58.205000000000005, 2.9057999999999996E-09, -2.9057999999999996E-09
DataValue, 2, 0, 58.255, 2.9065E-09, -2.8977999999999997E-09
DataValue, 2, 0, 58.305000000000007, 2.9091E-09, -2.8989999999999996E-09
DataValue, 2, 0, 58.355000000000004, 2.9051E-09, -2.8975999999999996E-09
DataValue, 2, 0, 58.405000000000008, 2.9048999999999998E-09, -2.9040999999999995E-09
DataValue, 2, 0, 58.460000000000008, 2.9035999999999998E-09, -2.9035999999999998E-09
DataValue, 2, 0, 58.52, 2.9030999999999996E-09, -2.9016999999999996E-09
DataValue, 2, 0, 58.580000000000005, 2.9027999999999995E-09, -2.9020999999999997E-09
DataValue, 2, 0, 58.640000000000008, 2.9027E-09, -2.9003999999999996E-09
DataValue, 2, 0, 58.7, 2.9056999999999996E-09, -2.8972E-09
DataValue, 2, 0, 58.755, 2.9028999999999996E-09, -2.8983E-09
DataValue, 2, 0, 58.800000000000004, 2.9028999999999996E-09, -2.8941999999999998E-09
DataValue, 2, 0, 58.85, 2.9018999999999997E-09, -2.8972E-09
DataValue, 2, 0, 58.905000000000008, 2.9016999999999996E-09, -2.9018999999999997E-09
DataValue, 2, 0, 58.965, 2.9006999999999997E-09, -2.897E-09
DataValue, 2, 0, 59.025000000000006, 2.8999E-09, -2.8951999999999997E-09
DataValue, 2, 0, 59.085000000000008, 2.8987E-09, -2.8978999999999997E-09
DataValue, 2, 0, 59.145, 2.8994999999999998E-09, -2.8953999999999997E-09
DataValue, 2, 0, 59.2, 2.8975999999999996E-09, -2.8952999999999997E-09
DataValue, 2, 0, 59.245000000000005, 2.8978999999999997E-09, -2.8965999999999997E-09
DataValue, 2, 0, 59.305000000000007, 2.8991999999999997E-09, -2.8934999999999996E-09
DataValue, 2, 0, 59.360000000000007, 2.8957E-09, -2.8951999999999997E-09
DataValue, 2, 0, 59.405000000000008, 2.8979999999999997E-09, -2.8885999999999997E-09
DataValue, 2, 0, 59.455000000000005, 2.8948999999999996E-09, -2.8933E-09
DataValue, 2, 0, 59.510000000000005, 2.8940999999999998E-09, -2.8958E-09
DataValue, 2, 0, 59.570000000000007, 2.8922999999999996E-09, -2.8954999999999998E-09
DataValue, 2, 0, 59.63, 2.8933999999999995E-09, -2.8940999999999998E-09
